Tweet,New_Tweet
Ini gue budek beneran gara gara kebanyakan pake hetset apa gara gara flu',ini saya budek beneran gara gara kebanyakan pake hetset apa gara gara flu 
"USER USER USER mungkin karena ada bom bunuh diri teroris pembunuh yg ngaku jihad, dan didukung para antek teroris yg membela'", mungkin karena ada bom bunuh diri teroris pembunuh yg ngaku jihad dan didukung para antek teroris yg membela 
USER Demen sipit kamu aja haha', demen sipit kamu aja haha 
Katanya sahabat tapi dibelakang kayak tai',katanya sahabat tapi dibelakang kayak tai 
RT USER: woii... uda pada malam jumat belom? diem diem bae... ngentot oii ngentott... URL, woii uda pada malam jumat belom diem diem bae ngentot oii ngentott url
USER USER USER USER USER USER USER wah nih manusia idiot di jawab malah ngomong ngelatur bukan mikir dah belajar dulu sana dasar goblok sok pintar tapi bloon', wah nih manusia idiot di jawab malah ngomong ngelatur bukan mikir dah belajar dulu sana dasar goblok sok pintar tapi bloon 
"Diakhir cerita Edvan : Edvan sadar bahwa ia masih memiliki Edvina, keluarga satu-satunya, dan ia tak peduli dengan perubahan dan keputusan Edvina menjadi transgender #Bangkok'",diakhir cerita edvan edvan sadar bahwa ia masih memiliki edvina keluarga satu satunya dan ia tak peduli dengan perubahan dan keputusan edvina menjadi transgender bangkok 
"USER EH PEREK... GUE BALIK LU HIATUS, TAIK'", eh perek saya balik lu hiatus taik 
"Suka ngerasa kangen sama temen dan sahabat2 lama yang dulu kalo apa2 selalu bareng. Tapi aneh.. sekalinya ketemu lagi, ngerasa kayak asing.'",suka ngerasa kangen sama temen dan sahabat2 lama yang dulu kalo apa2 selalu bareng tapi aneh sekalinya ketemu lagi ngerasa kayak asing 
Dua org cerdas USER sdg bertemu dgn Mr USER kualitas pemimpin yg sama visi nya menjadi pejabat utk jalan ibadah &amp; kemaslahatan ummat. Postingannya IG ktnya Sholat &amp; dzikir bareng utk mendekatkan diri pada sang kholik. Sptnya pa ani,dua org cerdas sdg be emu dgn mr kualitas pemimpin yg sama visi nya menjadi pejabat utk jalan ibadah amp kemaslahatan ummat postingannya ig ktnya sholat amp dzikir bareng utk mendekatkan diri pada sang kholik sptnya pa ani
USER USER Mulai ga fokus n skrg lari ke hutang...coba cek APBN n alokasi kementerian di kemenkeu..baru kita debat mengenai hutang..jgn jadi anonim bloon...\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3', mulai ga fokus n skrg lari ke hutang coba cek apbn n alokasi kementerian di kemenkeu baru kita debat mengenai hutang jgn jadi anonim bloon xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 
"Dulu pas baru jadian. \n\xf0\x9f\x91\xa6 eh tau gak, gue gak pernah dapetin cwek senyaman loe. Gue janji bakal gak ninggalin loe. \n\xf0\x9f\x91\xa7 MASA??? (BODO)""terus dalam hati gue ngomong, gak pernah senyaman gue loe pernah pcran brtahun*,dan loe ninggalin doi. \nZzzeeezzzzsssttt\n\xf0\x9f\x92\xa9'",dulu pas baru jadian n xf0 x9f x91 xa6 eh tau gak saya gak pernah dapetin cwek senyaman loe saya janji bakal gak ninggalin loe n xf0 x9f x91 xa7 masa bodo terus dalam hati saya ngomong gak pernah senyaman saya loe pernah pcran b ahun dan loe ninggalin doi nzzzeeezzzzsssttt n xf0 x9f x92 xa9 
"USER mAta loW piCek,,,!!!,,,! T ___ &lt;'", mata low picek t lt 
Babap tai.\nSampai bertemu nanti bap\nMun uing cageur \xf0\x9f\x98\x99 URL,babap tai nsampai be emu nanti bap nmun uing cageur xf0 x9f x98 x99 url
Kentutmu wi..... Jokowi pendusta pembohong... Penghutang... Ditaktor otoriter ndeso,kentutmu wi jokowi pendusta pembohong penghutang ditaktor otoriter ndeso
"USER USER USER USER USER USER Nah ini dia, ente kan ngarep banget RH ngemeng ginian. Bedanya RG pinter, ente, ahok dan kelompok jamban emang doyan insulting islam", nah ini dia ente kan ngarep banget rh ngemeng ginian bedanya rg pinter ente ahok dan kelompok jamban emang doyan insulting islam
"Rizal Ramli: Jadi Presiden, Saya akan Tangkap 100 Orang Paling Berengsek",rizal ramli jadi presiden saya akan tangkap 100 orang paling berengsek
RT USER Usut terus Sandiaga juga korupsi Anies di Pameran Buku Jerman ! Batalkan pengangkatan Anies-Sandi !!!, usut terus sandiaga juga korupsi anies di pameran buku jerman batalkan pengangkatan anies sandi 
USER bgst bintaro komunis gak berubah', bgst bintaro komunis gak berubah 
"Jaga Budaya Aman Berkendara, #Piaggio Indonesia Luncurkan Kampanye Safety in Style",jaga budaya aman berkendara piaggio indonesia luncurkan kampanye safety in style
Ajak Ulama Turut Menyejukkan Suasana Jelang PilkadaÂ Serentak,ajak ulama turut menyejukkan suasana jelang pilkada serentak
"USER USER USER USER USER USER USER USER USER USER USER USER Biasa itu....semua kerjaannya manusia2 pendengki,orangnya ya itu2 juga.sebagian besar pasukan nasi bung", biasa itu semua kerjaannya manusia2 pendengki orangnya ya itu2 juga sebagian besar pasukan nasi bung
"Tidak salah rakyat sepenuhnya jika proksi Asing - Aseng menjadi penguasa Jakarta dan Negara. Kesalahan terbesar ada pada Presiden USER yg gelap mata karena ambisi politik, memungkinkan proksi Asing Aseng itu menjadi penguasa\n\n#ShameOnYouSBY'",tidak salah rakyat sepenuhnya jika proksi asing aseng menjadi penguasa jaka a dan negara kesalahan terbesar ada pada presiden yg gelap mata karena ambisi politik memungkinkan proksi asing aseng itu menjadi penguasa n n shameonyousby 
"Direktur Riset Median, Sudarto mengatakan, meski Jokowi masih menduduki posisi teratas, ? NAMUN MAYORITAS WARGA TAK INGIN DIA MEMIMPIN INDONESIA KEMBALI ?; ; Pinjem TOA donkz ?; ; #2019GantiPresiden MUTLAK !!!!; ;",direktur riset median suda o mengatakan meski jokowi masih menduduki posisi teratas namun mayoritas warga tak ingin dia memimpin indonesia kembali pinjem toa donkz 2019gantipresiden mutlak 
"Diluruskan agar tidak menyimpang dari ajaran Quran, tentu tidak boleh Menteri Agama Islam menyimpang dari Quran",diluruskan agar tidak menyimpang dari ajaran quran tentu tidak boleh menteri agama islam menyimpang dari quran
mereka yang nuduh Jokowi anti ulama (versi mereka) kalo lihat Jokowi lagi deket dan mesra dengan para ulama begini malah pada blingsatan.,mereka yang nuduh jokowi anti ulama versi mereka kalo lihat jokowi lagi deket dan mesra dengan para ulama begini malah pada blingsatan 
USER USER USER Semoga bapak prabowo menjadi presiden RI...doa kami selalu untukmu, semoga bapak prabowo menjadi presiden ri doa kami selalu untukmu
"USER /; Enak nete... tau. \n\nBagus gini lho, gapapa mengenang masa lalu di fesbuk.'", enak nete tau n nbagus gini lho gapapa mengenang masa lalu di fesbuk 
pendukung Prabowo spt ARB SDA adl orang-orang bejad tabiatnya kasar termasuk org ini &gt;&gt; USER,pendukung prabowo spt arb sda adl orang orang bejad tabiatnya kasar termasuk org ini gt gt 
USER ; Yth bpk herman. ; Anak saya sakit jsntung bocor. Dan harus oprasi ke jakarta tp saya g punya biaya pak gubernur.. Sekiranya bpk kasian dgn anak saya tlg bantu saya pak. Karna ini menyangkut nyawa anak saya., yth bpk herman anak saya sakit jsntung bocor dan harus oprasi ke jaka a tp saya g punya biaya pak gubernur sekiranya bpk kasian dgn anak saya tlg bantu saya pak karna ini menyangkut nyawa anak saya 
USER Cebong baru netes ngapain dilayanin Om.', cebong baru netes ngapain dilayanin om 
Presiden KAMPRET...haha,presiden kampret haha
USER USER USER USER Ngomong apaan lu sarap.. tiba2 nyela ktawa2 sndiri. Obat lu habis??', ngomong apaan lu sarap tiba2 nyela ktawa2 sndiri obat lu habis 
USER Mungkin sebenernya seungmin idiot\xf0\x9f\x8c\x9a\xf0\x9f\x8c\x9a\xf0\x9f\x8c\x9a', mungkin sebenernya seungmin idiot xf0 x9f x8c x9a xf0 x9f x8c x9a xf0 x9f x8c x9a 
Dan sekarang gua percaya. Buaya darat itu emang ada',dan sekarang gua percaya buaya darat itu emang ada 
ni sheikh nk abaq sikit tuan guru hadi naib presiden persatuan ulama dunia,ni sheikh nk abaq sikit tuan guru hadi naib presiden persatuan ulama dunia
USER KAFIR lah.. disini kan paling demen bilang kopar-kapir... \xf0\x9f\x98\x90\xf0\x9f\x98\x90\xf0\x9f\x98\x90', kafir lah disini kan paling demen bilang kopar kapir xf0 x9f x98 x90 xf0 x9f x98 x90 xf0 x9f x98 x90 
Nun budek apa gimana?? URL,nun budek apa gimana url
Dan apakah Bubarkan KPK sudah jadi keharusan..?? Melihat semua jejak rekamnya ketika berhadapan dengan penguasa KPK mandul. URL,dan apakah bubarkan kpk sudah jadi keharusan melihat semua jejak rekamnya ketika berhadapan dengan penguasa kpk mandul url
Bandung menjadi saksi bisu dimana sebuah perjuangan dilakukan sendiri.',bandung menjadi saksi bisu dimana sebuah perjuangan dilakukan sendiri 
Wkwk kaget anjir URL,wkwk kaget anjir url
"Pena ga ada tutupnya itu buat ku kaya cacat gitu. Gaenak diliat.. \nBahkan sekalipun tintanya udah abis, penanya harus dibuang sekalian sama tutup\xc2\xb2nya'",pena ga ada tutupnya itu buat ku kaya cacat gitu gaenak diliat nbahkan sekalipun tintanya udah abis penanya harus dibuang sekalian sama tutup xc2 xb2nya 
Allah SWT yang mengeluarkan perintah ini dungu & biadab: Perangilah orang2 yang tidak beriman kepada Allah (9:29),allah swt yang mengeluarkan perintah ini dungu biadab perangilah orang2 yang tidak beriman kepada allah 929 
"Bangsa ini harus berani membahas secara terbuka dan beradab, Islam bukan agama, melainkan ajaran sesat yang merugikan",bangsa ini harus berani membahas secara terbuka dan beradab islam bukan agama melainkan ajaran sesat yang merugikan
Bersihkan oknum brutal ini jika #2019GantiPresiden @ USER USER: USER Inilah potret polisi kita di rezim ini',bersihkan oknum brutal ini jika 2019gantipresiden inilah potret polisi kita di rezim ini 
RT USER: USER Gua smpe 5 episode ngakak mulu ka \xf0\x9f\x98\x82 tpi mirip film 3 idiot ka', gua smpe 5 episode ngakak mulu ka xf0 x9f x98 x82 tpi mirip film 3 idiot ka 
"tdak cukup polisi,dan tidak cukup pengadilan utuk menegakkan hukum bila tdak didukung oleh rakyat,jokowi lah yg bkin rakyat resah,lengserkan",tdak cukup polisi dan tidak cukup pengadilan utuk menegakkan hukum bila tdak didukung oleh rakyat jokowi lah yg bkin rakyat resah lengserkan
"USER kren pak anies,seorang gubernur mampu bernegosiasi denga menteri bahkan presiden negara luar ,ini suatu yg luar biasa ,para menteri kita saja belum tentu bisa seperti yang bapak lakukan ini ,semoga mendapat ridho dan berkah pak anies", kren pak anies seorang gubernur mampu bernegosiasi denga menteri bahkan presiden negara luar ini suatu yg luar biasa para menteri kita saja belum tentu bisa sepe i yang bapak lakukan ini semoga mendapat ridho dan berkah pak anies
"Mungkin aku termasuk golongan yg nekat, iya nekat. Beli barang yg udah cacat dg resiko yg banyaknya tak terkira.'",mungkin aku termasuk golongan yg nekat iya nekat beli barang yg udah cacat dg resiko yg banyaknya tak terkira 
"USER USER USER USER USER USER Ente bagai penyair yang sedang terluka hatinya. Rruarrr biasa! \nBTW.. bangke tikus aja bikin gue jijik, bagaimana pulak dengan bangke setan.'", ente bagai penyair yang sedang terluka hatinya rruarrr biasa nbtw bangke tikus aja bikin saya jijik bagaimana pulak dengan bangke setan 
USER \xe2\x80\x9clo cina ya?\xe2\x80\x9d tapi pake nada yg anu. hm. //', xe2 x80 x9clo cina ya xe2 x80 x9d tapi pake nada yg anu hm 
"USER Yg akademik dan ilmiah ginian, gak masuk daftar prioritas rezim ini Bang.\n\nYg penting mah bangun infra.'", yg akademik dan ilmiah ginian gak masuk daftar prioritas rezim ini bang n nyg penting mah bangun infra 
USER USER SETAN KAU!!', setan kau 
USER Aku masi misqueen hani bani :(', aku masi misqueen hani bani 
RT USER pernah bilang mencla mencle nah Boss nya sendiri begitu USER USER URL, pernah bilang mencla mencle nah boss nya sendiri begitu url
"USER Ada yang lucu nih prof, mungkin bisa diketawain rame2.", ada yang lucu nih prof mungkin bisa diketawain rame2 
USER USER Sesama cebong tdk akurrr', sesama cebong tdk akurrr 
"Nasehat Ulama kpd Elit Politik yg sombong dan angkuh serta rasa memiliki Negara ini , padahal titipan dari Allah Swt .",nasehat ulama kpd elit politik yg sombong dan angkuh se a rasa memiliki negara ini padahal titipan dari allah swt 
OpRohingya Kristen membunuh di Afghanistan Yahudi membunuh di Palestina Islam membunuh dimana? Malah dicap teroris. Mikir,oprohingya kristen membunuh di afghanistan yahudi membunuh di palestina islam membunuh dimana malah dicap teroris mikir
Sudah kebuka satu demi satu kebusukab kubu anies sandi yg menang dengan tanpa berkah URL,sudah kebuka satu demi satu kebusukab kubu anies sandi yg menang dengan tanpa berkah url
RT USER: Dan kami tdk lupa apa yg dilakukan bapaknya Prabowo di era Sukarno. Melarikan diri URL, dan kami tdk lupa apa yg dilakukan bapaknya prabowo di era sukarno melarikan diri url
USER USER USER neng..banjir rancaekek itu tanggung jawab pemerintah pusat...karna itu jalan nasional..banyak baca noh...jangan kaya cebong..diam dikolam aja..giliran laper baru nongol...', neng banjir rancaekek itu tanggung jawab pemerintah pusat karna itu jalan nasional banyak baca noh jangan kaya cebong diam dikolam aja giliran laper baru nongol 
"USER Kalo di tanya \xe2\x80\x9ckristen Nusantara\xe2\x80\x9d / \xe2\x80\x9ckhatolik Nusantara\xe2\x80\x9d saya sbg orang khatolik menjawab ADA! Contoh Kristen Batak, Kristen Jawa, kristen Sunda, dll. Di Khatolik pun di setiap daerah banyak gereja yg", kalo di tanya xe2 x80 x9ckristen nusantara xe2 x80 x9d xe2 x80 x9ckhatolik nusantara xe2 x80 x9d saya sbg orang khatolik menjawab ada contoh kristen batak kristen jawa kristen sunda dll di khatolik pun di setiap daerah banyak gereja yg
USER china??? pantesan saya kan org korea lagian', china pantesan saya kan org korea lagian 
USER Untung aku ga dongo.g', untung aku ga dongo g 
RT USER: SKANDAL majikan dan PEMBOKAT.. memeknya masi rapet #bahancoli #ngewe #ngentot #memek #pembokat URL, skandal majikan dan pembokat memeknya masi rapet bahancoli ngewe ngentot memek pembokat url
RT USER: Prabowo lolos dari jerat hukum sementara seluruh anggota Tim Mawar dijatuhi hukuman pidana penjara...DKP? USER, prabowo lolos dari jerat hukum sementara seluruh anggota tim mawar dijatuhi hukuman pidana penjara dkp 
"USER Ayo sama gue, honestly keluarga gue juga lagi gini hahahahahaa nd kebetulan gue kristen juga'", ayo sama saya honestly keluarga saya juga lagi gini hahahahahaa nd kebetulan saya kristen juga 
Siapa yg pengen di sodok memeknya? Chat yuk di WA: 089638309670 BBM:ANDIBLZ #sange #horny #jomblo #tante #janda #cewek #chatsex #kontol #sex',siapa yg pengen di sodok memeknya chat yuk di wa 089638309670 bbmandiblz sange horny jomblo tante janda cewek chatsex kontol sex 
"Congor Lu Ngga Sesuai Isi Hati Lu..\n"" USER Silaturahmi Ke Alumni ""212"" Tujuannya Memperpanjang Umur...""\nHahahaha...\n\n\xf0\x9f\x91\x89 memperpanjang Umur Apa Memperpanjang Kekuasaan..!!!?\n\n\xf0\x9f\x91\x89 Munafik Lu Semua...!!!'",congor lu ngga sesuai isi hati lu n silaturahmi ke alumni 212 tujuannya memperpanjang umur nhahahaha n n xf0 x9f x91 x89 memperpanjang umur apa memperpanjang kekuasaan n n xf0 x9f x91 x89 munafik lu semua 
bisa sinting sih lama lama waw. URL,bisa sinting sih lama lama waw url
turunkan jokowi ! Ayo mahasiswa jgn cm nongkrong d Tv Jadi penonton acara Alay saja. Leluhurmu memanggilmu ! USER USER,turunkan jokowi ayo mahasiswa jgn cm nongkrong d tv jadi penonton acara alay saja leluhurmu memanggilmu 
"""dia mah slalu crta soal mantan2nya kan gw kzl""\nGirls, gini.. Elo dipilih bukan cm bwt nerima dia skr doang,tp jg nerima busuk baik bejat brengseknya dia. Trus perbaikin bareng2. Getoo ~~'", dia mah slalu c a soal mantan2nya kan gw kzl ngirls gini elo dipilih bukan cm bwt nerima dia skr doang tp jg nerima busuk baik bejat brengseknya dia trus perbaikin bareng2 getoo 
"Makin terbukti ucapan Ahok dulu "" Jokowi tidak bisa jadi presiden tanpa dukungan pengembang. "" Gak cuma adonan Politic_ID Politic_ID",makin terbukti ucapan ahok dulu jokowi tidak bisa jadi presiden tanpa dukungan pengembang gak cuma adonan politic id politic id
"Sblmnya, USER ngetwit soal SIM dan gmn cara bikinnya.\n\nBlkgn, gw liat bnyk gambar2 ini seliweran.\n\nAda yg SIMnya ""Nembak"" sm ""Mungut di Pos Ronda"", ada jd ttg tingkat Kecerdasan Pengemudi yg ""Bego"" sm ""Idiot"".\n\nPertanyaannya, koq bisa pd dapet SIM?\nGmn caranya?\n#Eeaa URL",sblmnya ngetwit soal sim dan gmn cara bikinnya n nblkgn gw liat bnyk gambar2 ini seliweran n nada yg simnya nembak sm mungut di pos ronda ada jd ttg tingkat kecerdasan pengemudi yg bego sm idiot n npe anyaannya koq bisa pd dapet sim ngmn caranya n eeaa url
"USER itu nama lain ""panastak ama panasbung"" XP'", itu nama lain panastak ama panasbung xp 
Kadangkadang jadi munafik itu perlu lho yaa',kadangkadang jadi munafik itu perlu lho yaa 
Kenapa sih temen gue harus lo rebut? Babi emang!!!',kenapa sih temen saya harus lo rebut babi emang 
"Presiden Jokowi berterima kasih kepada Presiden SBY dan Gubernur Aher disebut sikap kenegarawanan. Sepakat! Memang seharusnya dari dahulu begitu. Mengurus negara memang bukan prestasi individu, tapi prestasi bersama semua pihak yang terlibat. Tidak ada s",presiden jokowi be erima kasih kepada presiden sby dan gubernur aher disebut sikap kenegarawanan sepakat memang seharusnya dari dahulu begitu mengurus negara memang bukan prestasi individu tapi prestasi bersama semua pihak yang terlibat tidak ada s
"sebenarnya mengurangi eksklusifitas, bersosialisasi dengan gak pilih-pilih, tak menjudge perempuan yg pakaiannnya terbuka, akan lebih mengena dan gak terkesan drama daripada bikin aksi pelukan dan bagi-bagi 'bom'takjil #FatwaSahur""",sebenarnya mengurangi eksklusifitas bersosialisasi dengan gak pilih pilih tak menjudge perempuan yg pakaiannnya terbuka akan lebih mengena dan gak terkesan drama daripada bikin aksi pelukan dan bagi bagi bom takjil fatwasahur 
